B25:4/10,0,MAN74,"MANUALLY","REQUEST STRIPPER","TO STRIP FAST","","",0,,,0,
B25:4/11,0,MAN75,"STRIPPER HAS","MANUALLY STRIPPED","FAST","","",0,,,0,
B25:4/12,0,MAN76,"MANUALLY REQUEST","STRIPPER TO CLOSE","FAST","","",0,,,0,
B25:4/13,0,MAN77,"STRIPPER HAS","MANUALLY CLOSED","FAST","","",0,,,0,
B25:4/14,0,,"","","","","",0,,,0,
B25:4/15,0,,"","","","","",0,,,0,
B25:5/0,0,,"","","","","",0,,,0,
B25:5/1,0,,"","","","","",0,,,0,
B25:5/2,0,MAN82,"","","","","",0,,,0,
B25:5/3,0,MAN83,"","","","","",0,,,0,
B25:5/4,0,MAN84,"","","","","",0,,,0,
B25:5/5,0,MAN85,"","","","","",0,,,0,
B25:5/6,0,MAN86,"","","","","",0,,,0,
B25:5/7,0,MAN87,"","","","","",0,,,0,
B25:5/8,0,MAN88,"","","","","",0,,,0,
B25:5/9,0,MAN89,"","","","","",0,,,0,
B25:5/10,0,MAN90,"","","","","",0,,,0,
B25:5/11,0,MAN91,"","","","","",0,,,0,
B25:5/12,0,MAN92,"","","","","",0,,,0,
B25:5/13,0,MAN93,"","","","","",0,,,0,
B25:5/14,0,MAN94,"","","","","",0,,,0,
B25:5/15,0,MAN95,"","","","","",0,,,0,
B25:6/0,0,MAN96,"","","","","",0,,,0,
B25:6/1,0,MAN97,"","","","","",0,,,0,
B25:6/2,0,MAN98,"","","","","",0,,,0,
B25:6/3,0,MAN99,"","","","","",0,,,0,
B25:6/4,0,MAN100,"","","","","",0,,,0,
F8:0,0,FILLED_BASKETS,"","","","","",0,,,0,
F8:1,0,FILLED_THIS_RUN,"RESETTABLE VIA THE","HMI","","","",0,,,0,
F8:125,0,,"count_float","","","","",0,,,0,
I:1/0,0,K1_K2,"NVR RELAYS","","","","",0,,,0,
I:1/1,0,QM1,"BREAD","INFEED","CONVEYOR","(M1)","",0,,,0,
I:1/2,0,QM2,"GRIP TOP","CONVEYOR","(M2)","","",0,,,0,
I:1/3,0,QM3,"INDEXER","INFEED","CONVEYOR","(M3)","",0,,,0,
I:1/4,0,QM4,"INDEXER","CONVEYOR","(M4)","","",0,,,0,
I:1/5,0,QM5,"TOP","CONVEYOR","(M5)","","",0,,,0,
I:1/6,0,QM6,"CARRIAGE","CONVEYOR","(M6)","","",0,,,0,
I:1/7,0,QM7,"BASKET FEED","CONVEYOR","(M7)","","",0,,,0,
I:1/8,0,QM8,"PUSHER","SERVO","AMP","","",0,,,0,
I:1/9,0,QM9,"STRIPPER","SERVO","AMP","","",0,,,0,
I:1/10,0,U1,"BREAD","INFEED","CONVEYOR","(M1)","",0,,,0,
I:1/11,0,U2,"GRIP TOP","CONVEYOR","(M2)","","",0,,,0,
I:1/12,0,U3,"INDEXER","INFEED","CONVEYOR","(M3)","",0,,,0,
I:1/13,0,U4,"INDEXER","CONVEYOR","(M4)","","",0,,,0,
I:1/14,0,U5,"TOP","CONVEYOR","(M5)","","",0,,,0,
I:1/15,0,U6,"CARRIAGE","CONVEYOR","(M6)","","",0,,,0,
